customer_id,customer_1_name,sales_territory_emp_id,sales_territory_emp_name,sales_territory_id,sales_territory_name,customer_latitude,customer_longitude,sales_district_emp_name,sales_district_emp_id,sales_region_emp_name,sales_region_emp_id,sales_region_id,sales_division_emp_id,sales_division_emp_name,color
722376088,The Crumby Apron,1161026,SHANNON HOWLEY,4059,Shannon Howley,40.128964,-80.81393,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
100025575,21 AT THE FREDERICK,1012245,TOM HERN,4195,Tom Hern,38.420944,-82.44316,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
722584225,Newellstown Diner,1161026,SHANNON HOWLEY,4059,Shannon Howley,40.080286,-80.90209,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
100149141,FORTY NINER RESTAURANT,1005616,BILL SMITH,4086,Bill Smith,41.471693,-81.656297,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFA500
722594551,Hifive,1126586,RICK ARGOSO,4090,Rick Argoso,41.499271,-81.705759,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
722590888,Tastyland,1132417,MIKE PERRUCCI,4214,Mike Perrucci,40.346313,-79.573126,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF3030
890800001,TASTE OF INDIA,1148746,JEREMY NEIDERHISER,4052,Jeremy Neiderhiser,40.465882,-79.953644,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
100176180,EL MARIACHI,1009205,BRIAN MARSHALL,4199,Brian Marshall,37.750707,-81.133413,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF1493
100283796,MI BOYZ BAR AND GRILL,1127280,TYLER KNECHT,4216,Tyler Knecht,39.040044,-82.062203,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#00FF7F
100143705,ASIAN CHAO #F18- NILES,1150715,JAMES ROBISON,4011,James Robison,41.211052,-80.75281,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#E6E6FA
722399574,BROWN BARN TAVERN,1007241,CHRIS MADIAS,3796,Chris Madias,41.52684,-81.257872,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF00FF
100203472,BENSON'S MARKET & CATERING,1154683,DAVID PHILLIPS,4422,David Phillips,40.521703,-81.475432,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00CED1
722618314,Beach Club Bistro,1007192,ADAM PETERSON,4089,Adam Peterson,41.608849,-81.528173,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A52A2A
742380001,JALISCO MEXICAN RESTAURANT,1154683,DAVID PHILLIPS,4422,David Phillips,40.901003,-80.824363,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00CED1
722506022,Great Expectations Child Care & ELC,1154783,ANGEL IVOCK,4483,Angel Ivock,40.4403,-79.240424,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF69B4
722539620,Dinos Catering at Manakiki,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.593609,-81.431691,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
100140458,AQUA PAZZO,1150715,JAMES ROBISON,4011,James Robison,40.995298,-80.643767,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#E6E6FA
760780001,BOB'S CORVETTE CAFE,1005616,BILL SMITH,4086,Bill Smith,41.313161,-81.803958,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFA500
722594938,Campbell Creek Pretzels,1154683,DAVID PHILLIPS,4422,David Phillips,40.481491,-81.439206,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00CED1
100201854,MA AND POP'S COUNTRY KITCHEN.,1152891,LEANDRA JONES,4331,Leandra Jones,40.328157,-80.037816,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFDEAD
100099637,Berlin Heritage Inn,1004399,MAT HARBERT,4012,Mat Harbert,40.559903,-81.790923,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
732720002,SONNY'S GRILL,1139082,DAN GAGE,4006,Dan Gage,40.135306,-79.842836,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100015185,STEWARTS ORIG HOTDOGS-5TH AVE,1127280,TYLER KNECHT,4216,Tyler Knecht,38.424483,-82.414049,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#00FF7F
100040127,STONEWALL RESORT,1005492,JOSH GEE,4007,Josh Gee,38.948604,-80.493748,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#BA55D3
539820001,VILLAGE CATERING,1003551,DAVE JENKINS,4191,Dave Jenkins,38.74528,-82.947955,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#D2691E
722323748,Spins Bowl Independence,1149733,SCOTT SCHAEFFER,4088,Scott Schaeffer,41.409999,-81.640688,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF7F50
100140324,PLUS 1 PIZZA - CALDWELL,1002320,JASON BAUER,3942,Jason Bauer,39.740945,-81.504164,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100191085,GATHERINGS PUB & GRILL,1146883,KRISTIAN YOUNG,3803,Kristian Young,42.115002,-80.056542,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
722407861,CASA DEL RIO EXPRESS,1143541,CLIFFORD STENZEL,4093,CJ Stenzel,41.127163,-81.607714,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF0000
722362626,Casa Tlaquepaque,1006510,SCOTT FEHLMAN,2384,Scott Fehlman,40.881742,-81.426705,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF6347
161810029,MOCHA HOUSE (THE),1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.237715,-80.812391,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
229660003,AMISH DOOR INN,1006510,SCOTT FEHLMAN,2384,Scott Fehlman,40.654053,-81.639725,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF6347
100015293,CARROLL COUNTY AIRPORT REST,1154683,DAVID PHILLIPS,4422,David Phillips,40.562759,-81.077029,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00CED1
722361479,Leisure Lanes,1009205,BRIAN MARSHALL,4199,Brian Marshall,37.778371,-81.172838,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF1493
722630442,Madison Brewing Company,1006822,ANTHONY TRISTANO,3805,Anthony Tristano,41.771391,-81.048812,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF69B4
470880015,HARP TAVERN (THE),1126586,RICK ARGOSO,4090,Rick Argoso,41.487592,-81.71689,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
100116903,Urban Tap Southside,1148746,JEREMY NEIDERHISER,4052,Jeremy Neiderhiser,40.428802,-79.986314,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
100263973,El Bandido Oak Hill,1009205,BRIAN MARSHALL,4199,Brian Marshall,38.007106,-81.130041,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF1493
100153802,AKRON IBH - SOUTH HOUSE,1147053,SHAUN NELSON,4013,Shaun Nelson,40.995713,-81.52297,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFF0F5
722635282,Pitmaster's Pizzeria,1004399,MAT HARBERT,4012,Mat Harbert,40.554828,-81.920853,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
722415815,Salsaroja Bar & Grill,1004399,MAT HARBERT,4012,Mat Harbert,40.797959,-81.941046,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
722519471,The Steel Shaker,1001993,ANDY SMITH,4058,Andy Smith,40.519594,-80.167072,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#ADFF2F
722407618,Alnazer Mediterranean Cuisine,1126586,RICK ARGOSO,4090,Rick Argoso,41.482662,-81.66399,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
722555122,Mike & Pop's Bistro,1142044,JOHN D'ROZARIO,3802,John Drozario,42.966536,-78.87056,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#B22222
100133575,FRATELLI'S ITALIAN RESTAURANT,1012245,TOM HERN,4195,Tom Hern,38.412962,-82.30987,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
722516423,Red Wine & Brew,1007241,CHRIS MADIAS,3796,Chris Madias,41.681521,-81.294855,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF00FF
337330029,German's Villa,1154684,ROBERT MCKEE,3575,Robert McKee,41.424878,-82.312225,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#7F00FF
722603187,Bistro to Go - Warehouse,1148746,JEREMY NEIDERHISER,4052,Jeremy Neiderhiser,40.45336,-80.000998,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
722542531,The Federal,1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.10078,-80.65082,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
100147449,LINDEY'S LAKE HOUSE FLATS,1007241,CHRIS MADIAS,3796,Chris Madias,41.499347,-81.705058,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF00FF
722525586,King's Buffet & Grill,1002320,JASON BAUER,3942,Jason Bauer,39.275025,-81.556646,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
253760028,SORRENTO PIZZARIA,1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.251364,-80.85422,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
100036001,SMOOTHIE FUSION,1150715,JAMES ROBISON,4011,James Robison,41.021409,-80.662668,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#E6E6FA
970380001,GUS'S FAMILY RESTAURANT,1156768,MATTHEW DEPANTE,4092,Matt DePante,41.435234,-81.706808,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFD700
100139839,FLAVORS AROUND THE SQUARE,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.725124,-81.24203,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
722519394,Last Resort Riverfront Bar & Grill,1161026,SHANNON HOWLEY,4059,Shannon Howley,40.477611,-80.600315,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
722515914,Kleifelds,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.641637,-81.406676,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
722592625,Bombay To Burgh,1132417,MIKE PERRUCCI,4214,Mike Perrucci,40.423637,-79.887111,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF3030
487920029,COVERED BRIDGE INN RESTAURANT,1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.187839,-80.976458,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
722514146,Angelos Pizzeria,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.58374,-81.3506,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
100012990,DOBI CATERING,1156224,AMANDA HILL,4671,Amanda Hill,40.599276,-79.609688,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#D2691E
722582277,Mama Randazzo's,1140956,MICHAEL HUBER,4212,Michael Huber,40.537796,-78.397916,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF007F
100098751,FAIRPLAIN YACHT CLUB,1144127,AARON SIMMONS,4187,Aaron Simmons,38.761831,-81.685941,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#7F00FF
368050005,MAYA,1005616,BILL SMITH,4086,Bill Smith,41.372225,-81.866477,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFA500
722616670,Comfort Inn,1012245,TOM HERN,4195,Tom Hern,38.39543,-82.412737,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
223110029,ABBEY'S,1161026,SHANNON HOWLEY,4059,Shannon Howley,40.072367,-80.735625,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
722637670,NY Bagel Deli,1143541,CLIFFORD STENZEL,4093,CJ Stenzel,41.136967,-81.82077,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF0000
486350016,Black Hawk Golf Course,1152307,KRISTEN STEWART,4054,Kristen Stewart,40.761765,-80.40586,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
722602242,Rochester Hotel,1152307,KRISTEN STEWART,4054,Kristen Stewart,40.700995,-80.284115,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100241545,GOLDIE'S DELI & RESTAURANT,1005616,BILL SMITH,4086,Bill Smith,41.316881,-81.835295,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFA500
722511869,China King,1143541,CLIFFORD STENZEL,4093,CJ Stenzel,41.245103,-81.841316,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF0000
100053326,PETTIS PIZZA,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.60614,-81.474199,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
722340658,Fuel Counter-Barboursville,1012245,TOM HERN,4195,Tom Hern,38.412962,-82.30987,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
780030001,COFFEE CORNERS ANTIQUES & COFF HSE,1003048,DAVID POOLE,3800,David Poole,41.473287,-81.145203,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
100021293,STOKE'S GRILL,1156224,AMANDA HILL,4671,Amanda Hill,40.521359,-80.005373,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#D2691E
722375529,Lehman's,1004399,MAT HARBERT,4012,Mat Harbert,40.741481,-81.745207,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
722591739,Lake Life Deli & Dogs,1147053,SHAUN NELSON,4013,Shaun Nelson,40.961471,-81.565867,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFF0F5
239720002,RODHE'S IGA SUPER CENTER,1004399,MAT HARBERT,4012,Mat Harbert,40.543076,-81.91271,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#ADFF2F
100018213,DONTINO'S,1127444,CORINNE BERRETT,3556,Corinne Berrett,41.113659,-81.499088,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00FF00
100279915,Sticky Fingers BBQ & Cafe,1156669,MICHAEL SIMON,3798,Michael Simon,41.879087,-80.753069,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#E6E6FA
100173861,PIKE 40 (THE),1161026,SHANNON HOWLEY,4059,Shannon Howley,40.066252,-81.060218,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF7F50
555240015,CHINA CHEF,1012245,TOM HERN,4195,Tom Hern,38.450449,-81.935759,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
722403564,DOUGHBOYS PIZZA AND WINGS,1154684,ROBERT MCKEE,3575,Robert McKee,41.498808,-82.072334,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#7F00FF
722611848,Kaballos Mexican Kitchen And Bar,1003048,DAVID POOLE,3800,David Poole,41.46279,-81.085109,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
722325510,Sip Wine and Whiskey Bar,1012245,TOM HERN,4195,Tom Hern,38.423746,-82.441042,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
722558817,Buckeye Brownies,1127444,CORINNE BERRETT,3556,Corinne Berrett,41.102202,-81.481164,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#00FF00
100152707,AVON BREWING COMPANY,1006822,ANTHONY TRISTANO,3805,Anthony Tristano,41.451481,-82.035359,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF69B4
872320001,FUSION JAPANESE STEAKHOUSE,1002320,JASON BAUER,3942,Jason Bauer,39.314639,-81.553432,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100104381,Napoli of Park Place,1152891,LEANDRA JONES,4331,Leandra Jones,40.212255,-80.193188,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFDEAD
100047645,OTB BICYCLE CAFE- SOUTHSIDE,1001993,ANDY SMITH,4058,Andy Smith,40.427552,-79.968943,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#ADFF2F
722347619,The Pitch LLC,1144127,AARON SIMMONS,4187,Aaron Simmons,38.379186,-81.758145,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#7F00FF
722647323,Butcher Block,1002320,JASON BAUER,3942,Jason Bauer,38.92166,-81.81181,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
929290001,BROUGHTON VOLUNTEER FIRE DEPT,1152891,LEANDRA JONES,4331,Leandra Jones,40.321388,-79.982791,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFDEAD
100114610,COURTSIDE BAR & GRILL,1127280,TYLER KNECHT,4216,Tyler Knecht,38.806805,-82.207174,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#00FF7F
100237451,CHAGRIN RIVER DINER,1007241,CHRIS MADIAS,3796,Chris Madias,41.640668,-81.406581,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF00FF
722488041,Steel Mill Saloon,1001993,ANDY SMITH,4058,Andy Smith,40.438238,-80.019234,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#ADFF2F
722390621,Toni's Pizza,1156648,TONY BEHRENS,4091,Tony Behrens,41.485234,-81.787182,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF7F50
722525950,The Weaver's Creamery,1139233,TOM MICCO,4051,Tom Micco,41.181775,-80.021817,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFF0F5
100278729,Mario's 410 Grille,1152307,KRISTEN STEWART,4054,Kristen Stewart,40.697753,-80.294259,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100164336,CRH CATERING CO,1139082,DAN GAGE,4006,Dan Gage,39.964692,-79.636608,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
100269310,BUBBA'S IRWIN,1154783,ANGEL IVOCK,4483,Angel Ivock,40.323479,-79.700467,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FF69B4
722557272,Massa Mias Italian Restaurant,1006510,SCOTT FEHLMAN,2384,Scott Fehlman,40.3623,-81.43843,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF6347
100285269,FLIGNER ENTERPRISE,1154684,ROBERT MCKEE,3575,Robert McKee,41.453442,-82.166487,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#7F00FF
100020305,MICHAEL'S CAFE,1003048,DAVID POOLE,3800,David Poole,41.339497,-81.439894,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
100045806,JCS RESTAURANT,1003048,DAVID POOLE,3800,David Poole,41.47088,-81.146366,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
100106049,SUDS MAGUIRE'S,1005616,BILL SMITH,4086,Bill Smith,41.372541,-81.890552,MICHAEL SUNSERI,1012608,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFA500
100113316,FAIRVIEW SUNSET ROOM,1152891,LEANDRA JONES,4331,Leandra Jones,40.339181,-80.126493,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFDEAD
722515090,Buddy's All American BBQ,1012245,TOM HERN,4195,Tom Hern,38.423812,-82.433051,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#A9A9A9
722534796,Levee House Bistro,1002320,JASON BAUER,3942,Jason Bauer,39.410577,-81.451753,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
722641803,Dellantinas,1156224,AMANDA HILL,4671,Amanda Hill,40.810967,-79.516553,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#D2691E
100160677,BRICK & MORTAR,1152891,LEANDRA JONES,4331,Leandra Jones,40.391788,-80.087687,DAN SCHER,1003808,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#FFDEAD
722561472,Salvatore's Italian Grill,1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.237936,-80.732821,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
722322056,Johnnys Pizzeria Ice Cream and Grill,1003048,DAVID POOLE,3800,David Poole,41.470817,-81.193893,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#A9A9A9
722542438,Penn Brewery Airport,1156224,AMANDA HILL,4671,Amanda Hill,40.496062,-80.256524,BILLY BLATT,1128843,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#D2691E
100291342,RAINTREE GOLF AND EVENT CENTER,1152843,NICOLAS LOOMAN,4009,Nicolas Looman,40.950809,-81.437134,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#BA55D3
805880001,NAPOLI'S PIZZA,1002320,JASON BAUER,3942,Jason Bauer,39.273126,-81.569513,CJ MORRIS,1151728,BILL HENDERSON,1004626,4209,1002752,DANA GREEN,#007FFF
864540001,MOCHA HOUSE BOARDMAN (THE),1114322,VINCE RICOTTILLI,3489,Vince Ricottilli,41.025672,-80.628203,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FF3030
933090001,EDDY'S DELI,1147053,SHAUN NELSON,4013,Shaun Nelson,41.145644,-81.487181,JASON SHOFFSTALL,1003918,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#FFF0F5
100286585,BOGSIDE PUB,1153212,NICHOLAS CAMPBELL,3797,Nicholas Campbell,41.621883,-81.458057,GREG ENGLEHART,1113736,JASON SHOFFSTALL,1003918,2382,1002752,DANA GREEN,#4682B4
